track_id,track_name,artists,album,danceability,loudness,acousticness,liveness,valence,tempo
3AJwUDP919kvQ9QcozQPxg,Yellow,Coldplay,Parachutes,0.429,-7.227,0.00239,0.234,0.285,173.372
2b2LUjMx9LKwIARJf93Rbd,not ur friend,Jeremy Zucker,love is not dying,0.778,-9.288,0.301,0.667,0.707,68.936
36AL9WO8rctJOXJxoWdXBC,Way Too Far,"JTN, Abhishek Roy, Madhurima",Way Too Far,0.656,-10.054,0.739,0.0943,0.0589,134.869
6zFMeegAMYQo0mt8rXtrli,HOLIDAY,Lil Nas X,HOLIDAY,0.81,-6.924,0.12,0.0832,0.837,151.947
2KCqAdd2ad0hpJc5ySoTE8,Coastline,Hollow Coves,Wanderlust,0.67,-11.23,0.627,0.0584,0.427,100.17
2tGvwE8GcFKwNdAXMnlbfl,happier,Olivia Rodrigo,SOUR,0.395,-9.72,0.765,0.0839,0.338,168.924
2Z8yfpFX0ZMavHkcIeHiO1,Monster (Shawn Mendes & Justin Bieber),"Shawn Mendes, Justin Bieber",Monster,0.652,-7.076,0.0676,0.0828,0.549,145.765
22oEJW6r2rMb9z4IntfyEa,"Hey Look Ma, I Made It",Panic! At The Disco,Pray for the Wicked,0.577,-3.337,0.0137,0.121,0.58,107.936
4lwS5j051tkYQRTyBatsL6,Stitches,Shawn Mendes,All Things Pop,0.736,-6.662,0.0174,0.0481,0.737,74.99
5kRPPEWFJIMox5qIkQkiz5,Sweet Creature,Harry Styles,Harry Styles,0.427,-8.541,0.746,0.068,0.228,104.085
0PgYPBGqF6Wm5KFHQ81nq5,comethru (with Bea Miller),"Jeremy Zucker, Bea Miller",comethru,0.757,-11.842,0.572,0.606,0.595,94.024
4l0Mvzj72xxOpRrp6h8nHi,Lose You To Love Me,Selena Gomez,Rare,0.488,-8.985,0.556,0.21,0.0978,102.819
2TIlqbIneP0ZY1O0EzYLlc,Someone You Loved,Lewis Capaldi,Breach,0.501,-5.679,0.751,0.105,0.446,109.891
4UuGBDjt8gLXsANZqZxMBz,Love You Better,"John De Sohn, Rasmus Hagen",Love You Better,0.733,-7.494,0.0931,0.1,0.786,102.999
0P4AQdNDgEdi7J8mpgY8Jx,Khoya,"Zariya, Aseem",Khoya,0.609,-8.087,0.138,0.286,0.413,99.995
6epvwUINain4iSHCTWA0sj,The Village,Wrabel,The Village,0.55,-7.326,0.534,0.128,0.286,121.94
5kHvUNjWJR6DtSVaaYlJ2Z,hell or flying,Jeremy Zucker,love is not dying,0.549,-17.102,0.932,0.0816,0.296,139.781
1n8rB9AhxiAvVP1E2c3yOd,Come Back...Be Here,Taylor Swift,Red (Deluxe Edition),0.483,-6.291,0.00471,0.0997,0.217,79.926
2QZ7WLBE8h2y1Y5Fb8RYbH,In My Blood,Shawn Mendes,Shawn Mendes,0.622,-7.321,0.0573,0.13,0.487,140.025
6Im9k8u9iIzKMrmV7BWtlF,34+35,Ariana Grande,Positions,0.83,-6.476,0.237,0.248,0.485,109.978
05ABOPiW13nqIedJfqmfPM,rubberband,Tate McRae,rubberband,0.64,-6.068,0.32,0.104,0.432,155.08
1XXimziG1uhM0eDNCZCrUl,Up,Cardi B,Up,0.868,-6.044,0.0012,0.0461,0.819,166.0
3JOF9NzQVkUXtCcJbEQuAb,Heart Like Yours,Willamette Stone,If I Stay (Original Motion Picture Soundtrack),0.465,-9.849,0.874,0.102,0.337,93.301
4vjpLMyL3ZO6aphdYr8XYw,i'm so tired...,"Lauv, Troye Sivan",~how i'm feeling~,0.576,-7.572,0.178,0.238,0.484,101.928
0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,The Weeknd,After Hours,0.514,-5.934,0.00146,0.0897,0.334,171.005
7yq4Qj7cqayVTp3FF9CWbm,Riptide,Vance Joy,Dream Your Life Away,0.484,-6.694,0.431,0.151,0.51,101.654
127QTOFJsJQp5LbJbu3A1y,Toosie Slide,Drake,Toosie Slide,0.834,-9.75,0.321,0.114,0.837,81.618
4h8Pmw3RELdsanPjssyJoB,Push My Luck,The Chainsmokers,World War Joy,0.563,-6.422,0.293,0.202,0.523,89.976
43zdsphuZLzwA9k4DJhU0I,when the party's over,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0.367,-14.084,0.978,0.0897,0.198,82.642
3EPXxR3ImUwfayaurPi3cm,Be Alright,Dean Lewis,Be Alright,0.553,-6.319,0.697,0.0813,0.443,126.684
58wyJLv6yH1La9NIZPl3ne,Can We Kiss Forever?,"Kina, Adriana Proenza",Can We Kiss Forever?,0.522,-18.717,0.894,0.0941,0.124,109.986
6e40mgJiCid5HRAGrbpGA6,I Want It That Way,Backstreet Boys,The Hits--Chapter One,0.689,-5.642,0.216,0.159,0.484,99.031
15tHagkk8z306XkyOHqiip,"I'll Be There for You - Theme From ""Friends""",The Rembrandts,L.P.,0.32,-5.903,0.0717,0.169,0.715,190.757
3FAclTFfvUuQYnEsptbK8w,Back To Black,Amy Winehouse,Back To Black (Deluxe Edition),0.403,-13.964,0.134,0.0861,0.378,122.728
5xS9R5yNeVsB9shSR60eX3,If I Lose Myself,OneRepublic,Native,0.491,-6.05,0.0849,0.111,0.279,140.072
332A9zKFPHqoR8Aa46wZHi,Toothpaste Kisses,The Maccabees,00s Indie Hits,0.462,-13.333,0.893,0.37,0.475,101.675
5qhHm4dN4L2dhRb2TfzGPw,Lonely Eyes,Lauv,~how i'm feeling~,0.586,-7.005,0.0418,0.0994,0.369,95.012
6ouAgMwrnaWPJS3ZvKkM7n,Puppet - Demo Version,Faouzia,Puppet (Demo Version),0.711,-9.808,0.357,0.175,0.171,111.859
637Xnv5pNPWrUgmQbcPVqM,Quarters,Bibio,Ribbons,0.455,-9.71,0.703,0.219,0.36,144.067
2lnzGkdtDj5mtlcOW2yRtG,"Whenever, Wherever",Shakira,Laundry Service,0.794,-4.862,0.237,0.203,0.871,107.657
10LSITr9KpQs2uCh7g2QQh,Come Close,Anson Seabra,Come Close,0.44,-11.581,0.884,0.112,0.277,78.083
2N3U8uTYhjX2KwGT0pf5x0,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)","A$AP Rocky, Rod Stewart, Miguel, Mark Ronson",AT.LONG.LAST.A$AP,0.394,-8.684,0.00996,0.343,0.335,149.818
6N1K5OVVCopBjGViHs2IvP,The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",The Joker And The Queen (feat. Taylor Swift),0.528,-7.398,0.924,0.282,0.307,133.83
0BnF8gcEILVfPbe46GQlSB,Close,"Nick Jonas, Tove Lo",Last Year Was Complicated,0.653,-5.273,0.253,0.144,0.401,123.999
043bfUkTydw0xJ5JjOT91w,Don't You Worry Child,"Swedish House Mafia, John Martin",Until Now,0.632,-4.051,0.0144,0.118,0.338,129.007
2mgjO5WLxKtdPZcjGORDN6,Tremor - Sensation 2014 Anthem,"Dimitri Vegas & Like Mike, Martin Garrix, Like Mike",Tremor (Sensation 2014 Anthem),0.63,-4.185,0.000328,0.938,0.41,127.976
75uAivmbuGRHrOaerbrg9y,Miami 2 Ibiza,"Swedish House Mafia, Tinie Tempah",Miami 2 Ibiza,0.714,-5.882,0.0107,0.42,0.704,124.927
65G7XDGcybJiGywSCXJiL5,Animals - Radio Edit,Martin Garrix,Animals,0.593,-5.351,0.00137,0.0714,0.0381,128.015
28VbwtsYnj85UEODGpQRem,"Alone, Pt. II","Alan Walker, Ava Max",World Of Walker,0.673,-4.493,0.539,0.129,0.628,88.011
3LlmKSHR3Rs0Y3KHQLAYDk,Alone,Alan Walker,Different World,0.673,-3.962,0.229,0.186,0.183,97.021
6SRWhUJcD2YKahCwHavz3X,Darkside,"Alan Walker, Au/Ra, Tomine Harket",Different World,0.43,-5.115,0.131,0.173,0.123,169.988
2J2Z1SkXYghSajLibnQHOa,Unstoppable,Sia,This Is Acting,0.468,-4.839,0.112,0.101,0.26,173.799
4VrWlk8IQxevMvERoX08iC,Chandelier,Sia,1000 Forms Of Fear,0.399,-2.88,0.0197,0.0685,0.572,117.089
22iKiimk9wEJWdHlKdtFsA,Broken Glass,Sia,This Is Acting (Deluxe Version),0.406,-2.812,0.0128,0.12,0.397,154.033
49FYlytm3dAAraYgpoJZux,Umbrella,"Rihanna, JAY-Z",Good Girl Gone Bad: Reloaded,0.583,-4.603,0.00864,0.0426,0.575,174.028
5uImkHXfTLkNYwemtGH7kB,We Found Love,"Rihanna, Calvin Harris",Talk That Talk (Deluxe),0.734,-4.485,0.025,0.108,0.6,127.986
6O20JhBJPePEkBdrB5sqRx,Diamonds,Rihanna,Unapologetic (Deluxe),0.564,-4.92,0.00125,0.109,0.393,91.972
0GNI8K3VATWBABQFAzBAYe,Stay,"Rihanna, Mikky Ekko",Unapologetic (Deluxe),0.621,-10.164,0.945,0.117,0.125,111.893
5FTCKvxzqy72ceS4Ujux4N,What's My Name?,"Rihanna, Drake",Loud,0.692,-2.959,0.23,0.0797,0.583,100.025
1NpW5kyvO4XrNJ3rnfcNy3,Wild Ones (feat. Sia),"Flo Rida, Sia",Wild Ones,0.608,-5.324,0.0991,0.262,0.437,127.075
0CAfXk7DXMnon4gLudAp7J,Low (feat. T-Pain),"Flo Rida, T-Pain",Mail on Sunday,0.918,-5.64,0.0928,0.139,0.304,128.008
3bC1ahPIYt1btJzSSEyyrF,Whistle,Flo Rida,Wild Ones,0.747,-5.746,0.0208,0.29,0.739,103.976
6Knv6wdA0luoMUuuoYi2i1,My House,Flo Rida,My House,0.688,-4.792,0.0215,0.128,0.74,94.006
5WFIK6GKHpNXfjlH3BSnep,Bad Romance,Lady Gaga,The Fame Monster (UK Deluxe),0.693,-3.711,0.0034,0.0926,0.715,118.983
3by8IfnW9dZ2t4pZw1WVxz,Stone Cold,Demi Lovato,Confident,0.419,-7.685,0.539,0.0971,0.356,140.327
0eH2eHURaXUP15D8gQlfjx,LoveGame,Lady Gaga,The Fame,0.894,-5.611,0.00569,0.317,0.844,105.024
33KJ2xFYONOlIYDBg6wPx8,Personal,HRVY,Talk To Ya - EP,0.755,-5.605,0.114,0.0282,0.882,138.969
6Uj1ctrBOjOas8xZXGqKk4,Woman,Doja Cat,Planet Her,0.824,-4.175,0.0888,0.117,0.881,107.998
7lQ8MOhq6IN2w8EYcFNSUk,Without Me,Eminem,The Eminem Show,0.908,-2.827,0.00286,0.237,0.662,112.238
09FfQO3PqHO4HIJL511Ksi,Nice Guy (with Jessie Reyez),"Eminem, Jessie Reyez",Kamikaze,0.65,-5.962,0.0942,0.135,0.563,139.226
75IN3CtuZwTHTnZvYM4qnJ,My Name Is,Eminem,The Slim Shady LP,0.869,-6.233,0.0416,0.0914,0.815,85.519
5UEnHoDYpsxlfzWLZIc7LD,River (feat. Ed Sheeran),"Eminem, Ed Sheeran",Revival,0.757,-5.794,0.17,0.0759,0.693,90.052
4QVOTT9CM2ftSLwnYGNDjd,Stan,"Eminem, Dido",Curtain Call (Deluxe),0.781,-5.065,0.0375,0.449,0.527,80.056
17baAghWcrewNOcc9dCewx,Mockingbird,Eminem,Curtain Call (Deluxe),0.621,-3.892,0.21,0.13,0.228,83.808
3yfqSUWxFvZELEM4PmlwIR,The Real Slim Shady,Eminem,The Marshall Mathers LP,0.949,-4.244,0.0302,0.0454,0.76,104.504
6sDQ4uiWw9OdVrCXFLSlZt,Rap God,Eminem,The Marshall Mathers LP2 (Deluxe),0.712,-2.679,0.403,0.809,0.607,148.138
0yvPEnB032fojLfVluFjUv,Sorry Not Sorry,Demi Lovato,Tell Me You Love Me,0.706,-6.929,0.0242,0.262,0.885,143.931
3sP3c86WFjOzHHnbhhZcLA,Give Your Heart a Break,Demi Lovato,Unbroken,0.651,-3.218,0.23,0.144,0.569,123.008
6kPJZM97LwdG9QIsT7khp6,Solo (feat. Demi Lovato),"Clean Bandit, Demi Lovato",Solo (feat. Demi Lovato),0.737,-4.546,0.0441,0.35,0.565,105.005
0STK94RxUulYqWzwFlyAb5,Sober,Demi Lovato,Sober,0.397,-10.413,0.798,0.0824,0.17,170.22
2BWWsCwuHAZFE1scLyP6Qe,Somebody To You,"The Vamps, Demi Lovato",Meet The Vamps,0.559,-4.676,0.0854,0.328,0.759,86.978
1A2PVHd6kWaMlaJVkMfXmz,"Let It Go - From ""Frozen / Single Version",Demi Lovato,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),0.505,-6.513,0.0235,0.5,0.215,139.849
6l0Ky2PycJV1Bz88kFeVGL,Capital Letters,"Hailee Steinfeld, BloodPop®",Fifty Shades Freed (Original Motion Picture Soundtrack),0.661,-5.529,0.0337,0.0518,0.459,99.963
3zHq9ouUJQFQRf3cm1rRLu,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,Delirium (Deluxe),0.262,-6.646,0.247,0.125,0.275,189.857
10GJQkjRJcZhGTLagFOC62,Most Girls,Hailee Steinfeld,Most Girls,0.756,-7.019,0.0478,0.0853,0.417,102.986
4Ce37cRWvM1vIGGynKcs22,Starving,"Hailee Steinfeld, Grey, Zedd",Starving,0.728,-4.238,0.378,0.105,0.508,99.962
3TcL0dyCMyr0kyTTc4NLgI,Who Says,Selena Gomez & The Scene,When The Sun Goes Down,0.682,-2.915,0.0843,0.149,0.744,101.019
161DnLWsx1i3u1JT05lzqU,Talking to the Moon,Bruno Mars,Doo-Wops & Hooligans,0.498,-4.721,0.511,0.107,0.0784,145.867
1ExfPZEiahqhLyajhybFeS,The Lazy Song,Bruno Mars,Doo-Wops & Hooligans,0.794,-5.124,0.3,0.0955,0.955,174.915
32OlwWuMpZ6b0aN2RZOeMS,Uptown Funk (feat. Bruno Mars),"Mark Ronson, Bruno Mars",Uptown Special,0.856,-7.223,0.00801,0.0344,0.928,114.988
3Vo4wInECJQuz9BIBMOu8i,Finesse - Remix; feat. Cardi B,"Bruno Mars, Cardi B",Finesse (Remix) [feat. Cardi B],0.704,-4.877,0.0185,0.0215,0.926,105.115
0PG9fbaaHFHfre2gUVo7AN,Please Me,"Cardi B, Bruno Mars",Please Me,0.747,-6.711,0.0642,0.0832,0.65,133.992
1jo3TwNGCXfNdB5uba3ZVv,Killshot,Eminem,Killshot,0.893,-8.647,0.0995,0.371,0.6,105.835
63TyoT9Ee03rQxv8xmdJ2l,RAP DEVIL,mgk,RAP DEVIL,0.895,-4.512,0.217,0.239,0.756,149.951
7MDUVH4ITohsIjdynRwCJp,Dance with the Devil,Immortal Technique,"Revolutionary, Vol. 1",0.666,-5.781,0.435,0.477,0.237,89.207
2x0WlnmfG39ZuDmstl9xfX,End Game,"Taylor Swift, Ed Sheeran, Future",reputation,0.649,-6.237,0.00845,0.108,0.151,159.073
2yLa0QULdQr0qAIvVwN6B5,...Ready For It?,Taylor Swift,reputation,0.613,-6.509,0.0527,0.197,0.417,160.015
1ZY1PqizIl78geGM4xWlEA,Gorgeous,Taylor Swift,reputation,0.8,-6.684,0.0713,0.213,0.451,92.027
1p80LdxRV74UKvL8gnD7ky,Blank Space,Taylor Swift,1989,0.753,-5.421,0.085,0.13,0.583,96.006
1q3RiD1tIWUpGsNFADMlvl,All Too Well,Taylor Swift,Red (Deluxe Edition),0.602,-7.803,0.0382,0.127,0.337,93.06
5OCJzvD7sykQEKHH7qAC3C,God is a woman,Ariana Grande,Sweetener,0.602,-5.934,0.0233,0.237,0.268,145.031
2eLxEzMVfiQih0cJIWIowm,Nightingale,Demi Lovato,Demi,0.486,-5.574,0.139,0.105,0.33,141.319
4JehYebiI9JE8sR8MisGVb,Halo,Beyoncé,I AM...SASHA FIERCE,0.508,-5.908,0.272,0.0563,0.472,79.983
3DQisSEr1TLp9H0BEeKiQS,Uncover,Zara Larsson,Uncover,0.556,-4.464,0.4,0.268,0.308,89.887
4HlFJV71xXKIGcU3kRyttv,"Hey, Soul Sister",Train,"Save Me, San Francisco (Golden Gate Edition)",0.673,-4.44,0.185,0.0826,0.795,97.012
4D4YXEKyO2z7j6Wahoe4R7,Hurt so Good,"MARC, Kiera Weathers",Hurt So Good,0.597,-5.826,0.153,0.123,0.452,134.989
7y9iMe8SOB6z3NoHE2OfXl,Bad At Love,Halsey,hopeless fountain kingdom (Deluxe),0.675,-3.539,0.0604,0.0893,0.612,118.384
6mQLN3zRtAp6ovjusyYKrV,Rewrite The Stars (with James Arthur & Anne-Marie),"James Arthur, Anne-Marie",Rewrite The Stars (with James Arthur & Anne-Marie),0.67,-4.993,0.237,0.465,0.571,125.944
6qgbLRTPfUVyWMPHYgyHS6,Canola Fields,James McMurtry,The Horses and the Hounds,0.562,-7.741,0.266,0.243,0.441,77.935
3o9kpgkIcffx0iSwxhuNI2,Numb Little Bug,Em Beihold,Numb Little Bug,0.742,-6.892,0.327,0.25,0.638,84.974
6Rqn2GFlmvmV4w9Ala0I1e,Feeling Good,Nina Simone,I Put A Spell On You,0.399,-9.239,0.864,0.191,0.546,79.206
35JqhVvhuyBoPLLUY8Klqd,Dancing Without Music,BRDGS,Ie+,0.316,-9.25,0.854,0.117,0.237,93.177
01Q3OyB05mLgH01fpdAMPP,Wait,M83,"Hurry up, We're Dreaming",0.426,-10.552,0.198,0.0832,0.0822,147.994
3aZS35xQXnpGuBoxVPEnLz,Heavy Hours,Crooked Fingers,Breaks in the Armor,0.603,-16.127,0.924,0.0929,0.2,141.327
3uHRN9pGmNPI1ftbmk35Qu,Colder,Nina Nesbitt,"The Sun Will Come up, The Seasons Will Change",0.719,-7.718,0.182,0.0666,0.734,97.488
56ToH3YiSMT51y1H2dygOX,Rosyln,"Bon Iver, St. Vincent",The Twilight Saga: New Moon (Original Motion Picture Soundtrack) [Deluxe],0.329,-13.111,0.971,0.0971,0.121,159.719
6IjeHG6oLIkZeSq2SMEAtd,Blush,Taba Chake,Blush,0.604,-8.314,0.649,0.124,0.495,66.383
2U19wdzl1Wxf48wov8ubnZ,"Taking Me High, Taking Me Low","Gold Flow, Jason Dering",Pioneer,0.375,-12.487,0.86,0.112,0.161,93.687
3WmgMoWZ1E5yNyn2aUzWAr,BOYFREN,LoveLeo,BOYFREN,0.846,-7.328,0.246,0.0902,0.682,79.927
4zPZH9rdwjD3TBvHZvPLSl,Feels Right,Roosevelt,Polydans,0.587,-3.975,0.00797,0.412,0.933,106.214
6cDWbP0Hn5kXwZlMtWysTK,Strangers,Roosevelt,Polydans,0.65,-4.711,0.0714,0.079,0.891,106.014
4My8w8AA1JpG6E5SiAPvJL,Kiss You,One Direction,Take Me Home (Expanded Edition),0.637,-2.632,0.0177,0.452,0.886,90.014
0TAmnCzOtqRfvA38DDLTjj,Little Things,One Direction,Take Me Home (Expanded Edition),0.709,-11.856,0.811,0.175,0.53,110.076
3lnjFENd7rHxPYM9b964Md,"C'mon, C'mon",One Direction,Take Me Home (Expanded Edition),0.638,-4.163,0.015,0.31,0.745,142.896
0KqlLyIGuBZWqzNwP9rypc,Last First Kiss,One Direction,Take Me Home (Expanded Edition),0.538,-2.662,0.0445,0.215,0.478,82.085
4GF00uRxC4ECrxNEbnapqf,Rock Me,One Direction,Take Me Home (Expanded Edition),0.506,-3.629,0.0261,0.155,0.814,168.021
6Fe0bY8vDxBnN7rDgu3ACE,I Would,One Direction,Take Me Home (Expanded Edition),0.72,-5.996,0.00603,0.24,0.679,126.471
6l3vk93IWfe0wq396JTCM6,Over Again,One Direction,Take Me Home (Expanded Edition),0.373,-6.862,0.302,0.125,0.5,72.595
02O8hDaIJPEUHh9XEj0u76,Back For You,One Direction,Take Me Home (Expanded Edition),0.569,-2.705,0.0194,0.0925,0.51,160.054
0OXbRangbVBMejFX3EV6DN,Summer Love,One Direction,Take Me Home (Expanded Edition),0.495,-5.49,0.329,0.406,0.318,121.998
4SRYGZsbHrmH7E9xMVz4Wm,Nobody Compares,One Direction,Take Me Home (Expanded Edition),0.658,-4.124,0.00727,0.0448,0.879,124.008
3MN0pucJbbFmqgvPcoC1Eb,She's Not Afraid,One Direction,Take Me Home (Expanded Edition),0.489,-4.097,0.00891,0.184,0.772,167.57
7y2SafCBiLoQVBDVZHaVOK,Irresistible,One Direction,Take Me Home (Expanded Edition),0.536,-8.938,0.0346,0.113,0.263,87.986
5T7ZFtCcOgkpjxcuaeZbw0,Best Song Ever,One Direction,Midnight Memories (Deluxe),0.652,-2.986,0.0227,0.0789,0.486,118.491
6twW4ma6w0mOeejejPK0nY,Diana,One Direction,Midnight Memories (Deluxe),0.549,-4.319,0.0604,0.137,0.755,171.96
5wjmqUGN7vrAqFqDWrywlZ,Midnight Memories,One Direction,Midnight Memories (Deluxe),0.432,-2.01,0.00725,0.233,0.567,156.128
4lxaurdMyGkt1tOrdwRoVO,Little Black Dress,One Direction,Midnight Memories (Deluxe),0.63,-3.506,0.000467,0.0405,0.54,121.468
4qG3Um3jXlQnaQV1yVo3it,Better Than Words,One Direction,Midnight Memories (Deluxe),0.627,-5.589,0.114,0.534,0.79,157.993
3aGJClg6klBoSa0UZnXeMM,Does He Know?,One Direction,Midnight Memories (Deluxe),0.675,-4.268,0.085,0.0573,0.673,139.021
6nIE1oCE4udqMGv3bqVNVb,Half a Heart,One Direction,Midnight Memories (Deluxe),0.515,-4.516,0.286,0.118,0.495,155.954
3NLnwwAQbbFKcEcV8hDItk,Perfect,One Direction,Made In The A.M. (Deluxe Edition),0.647,-5.231,0.0598,0.119,0.396,99.933
2Bs4jQEGMycglOfWPBqrVG,Steal My Girl,One Direction,FOUR (Deluxe),0.536,-5.948,0.00433,0.114,0.545,77.217
3yhVmOZSpZqnhRrEiYI0EJ,Don't Forget Where You Belong,One Direction,Midnight Memories (Deluxe),0.54,-5.717,0.103,0.0827,0.292,92.014
3cKM7UXBZmgjEgEBTkaIlU,Strong,One Direction,Midnight Memories (Deluxe),0.741,-7.308,0.0608,0.0931,0.338,115.013
5Lf9rCqReE9Ri4tZvLRLuy,Happily,One Direction,Midnight Memories (Deluxe),0.623,-4.783,0.0426,0.153,0.824,117.0
1dQQ2QlnvXUehsRUrukKmf,Right Now,One Direction,Midnight Memories (Deluxe),0.645,-5.165,0.218,0.0919,0.372,120.008
1a0PcmEJAOEp4ZT3YtSLkM,Through the Dark,One Direction,Midnight Memories (Deluxe),0.568,-5.225,0.188,0.0861,0.396,131.007
44uOreAESeRIBaxkuCW4wN,Sleep On The Floor,The Lumineers,Cleopatra,0.389,-8.061,0.249,0.13,0.275,142.14
23OXdR7YuUBVWh5hSnYJau,Chlorine,Twenty One Pilots,Trench,0.609,-7.388,0.0735,0.345,0.315,90.009
0cZS0qVwDadhqzmrDd2QUe,Push,"Enrique Iglesias, Lil Wayne",Insomniac (New International Version Spanish),0.84,-7.108,0.105,0.042,0.735,99.273
5rDy6EbU40Wt0zSANOD6kT,This Girl,Laza Morgan,Step Up 3D (Original Motion Picture Soundtrack),0.657,-6.077,0.0577,0.0678,0.535,117.957
4sebUbjqbcgDSwG6PbSGI0,Come a Little Closer,Cage The Elephant,Melophobia,0.44,-1.786,0.0265,0.151,0.304,148.038
5WBv2CT96Fwmk1qk3J48yX,At Least I Had You (with JJ Lin),"Gentle Bones, JJ Lin",Gentle Bones,0.589,-4.544,0.544,0.234,0.428,77.914
2Yer0p7uB2lVBUAtANuuQp,Magic In The Hamptons (feat. Lil Yachty),"Social House, Lil Yachty",Magic In The Hamptons (feat. Lil Yachty),0.769,-5.339,0.66,0.0914,0.803,96.051
5BckPAYcKEJuYs1eV1BHHe,Take A Chance On Me,ABBA,The Album,0.684,-8.123,0.163,0.242,0.924,107.064
3UpS7kBnkVQYG13pDDFTC4,As Long as You Love Me,Backstreet Boys,Backstreet's Back,0.804,-4.892,0.275,0.215,0.826,98.12
1UZOjK1BwmwWU14Erba9CZ,Malibu,Miley Cyrus,Younger Now,0.573,-6.406,0.0767,0.0813,0.343,139.934
5PjdY0CKGZdEuoNab3yDmX,STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",F*CK LOVE 3: OVER YOU,0.591,-5.484,0.0383,0.103,0.478,169.928
3USxtqRwSYz57Ewm6wWRMp,Heat Waves,Glass Animals,Dreamland,0.761,-6.9,0.44,0.0921,0.531,80.87
2UbVnbE5FH6008mAm6Mmgw,Run,OneRepublic,Run,0.682,-8.173,0.326,0.148,0.673,117.003
21YEPA3Vs1rxgxwPkF3B8M,.223,BONES,FromBeyondTheGrave,0.82,-9.406,0.00959,0.096,0.366,148.046
37LNNQNbL1YLyutBG6aWRx,Rescue Me,OneRepublic,Human (Deluxe),0.761,-7.742,0.157,0.574,0.646,121.038
6MjDnmBgbCu2UfDK0DRczh,I Wrote You a Letter,"Fudasca, Thomas Reid",Youth,0.462,-15.251,0.133,0.129,0.233,89.868
77d9qbUa7g13larHTuIGls,Yellow Rose,Matt Walden,The Light Between The Trees,0.612,-15.798,0.758,0.316,0.151,116.817
5JdLUE9D743ob2RtgmVpVx,Makeba,Jain,Zanaka,0.824,-9.432,0.388,0.253,0.418,116.068
7CwGShvBziPvuK1aiVmiSL,An Old Dog's Song,Kirk Olsen,Dog Songs,0.775,-9.568,0.676,0.0919,0.402,103.597
2qE3sj3jXj44kbCIU7bkIn,Cooler Than Me,"Mike Posner, Big Sean",A Matter Of Time,0.84,-4.277,0.15,0.164,0.79,129.014
6TK8v3cAfA1XCy6nZ1JOMe,How Can I Forget,MKTO,How Can I Forget,0.796,-5.967,0.69,0.0646,0.754,105.031
5Ts1DYOuouQLgzTaisxWYh,Love Grows (Where My Rosemary Goes),Edison Lighthouse,Love Grows (Where My Rosemary Goes) & Other Gems,0.568,-4.613,0.403,0.0855,0.753,108.625
1JwK8tDSgMNXENrG2Jq7v1,Lows,Pink Sweat$,PINK PLANET,0.643,-8.727,0.575,0.239,0.635,131.95
3SZ5m5GQyIKIhIoizDGTQg,Don't Dream It's Over,OCTAVIO the Dweeb,Dweeb Tapes,0.582,-6.499,0.726,0.136,0.38,80.02
7dYof5SM0zM3MnraaF53qj,Anyone Else But You,"Anthony de la Torre, Lana Condor",Anyone Else But You,0.706,-7.757,0.505,0.361,0.509,102.007
7gREIuHognJFspylIDJ94p,Vienna,Billy Joel,The Stranger,0.532,-6.662,0.659,0.0754,0.308,124.936
4DMvvYvDNiEv2QUciZCyp7,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen) - AJR Remix","Rudimental, Jess Glynne, Macklemore, Dan Caplen, AJR","These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",0.538,-4.814,0.261,0.201,0.776,94.969
1ND4Kr0NjeRY6XUcLSBCkD,The Days,anders,669,0.437,-8.199,0.611,0.101,0.253,135.544
4dVpf9jZjcORqGTLUaeYj9,Plain Jane,A$AP Ferg,Still Striving,0.797,-5.482,0.0651,0.087,0.52,170.142
0TK2YIli7K1leLovkQiNik,Señorita,"Shawn Mendes, Camila Cabello",Señorita,0.759,-6.039,0.037,0.0945,0.75,116.947
1SOClUWhOi8vHZYMz3GluK,Infinity,Jaymes Young,Feel Something,0.671,-6.941,0.148,0.304,0.494,121.963
52okn5MNA47tk87PeZJLEL,Let You Down,NF,Perception,0.662,-5.68,0.312,0.179,0.464,147.997
1jYiIOC5d6soxkJP81fxq2,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",Grateful,0.599,-4.267,0.0533,0.134,0.817,80.984
4XNrMwGx1SqP01sqkGTDmo,One More Night,Maroon 5,Overexposed (Deluxe),0.718,-3.453,0.0444,0.0846,0.613,92.998
1mea3bSkSGXuIRvnydlB5b,Viva La Vida,Coldplay,Viva La Vida or Death and All His Friends,0.486,-7.115,0.0954,0.109,0.417,138.015
7hxHWCCAIIxFLCzvDgnQHX,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money, Gunna, Don Toliver, NAV",B4 The Storm,0.8,-6.142,0.25,0.111,0.462,140.042
