track_id,track_name,artists,album,valence
49FYlytm3dAAraYgpoJZux,Umbrella,"Rihanna, JAY-Z",Good Girl Gone Bad: Reloaded,0.575
5uImkHXfTLkNYwemtGH7kB,We Found Love,"Rihanna, Calvin Harris",Talk That Talk (Deluxe),0.6
6O20JhBJPePEkBdrB5sqRx,Diamonds,Rihanna,Unapologetic (Deluxe),0.393
0GNI8K3VATWBABQFAzBAYe,Stay,"Rihanna, Mikky Ekko",Unapologetic (Deluxe),0.125
5FTCKvxzqy72ceS4Ujux4N,What's My Name?,"Rihanna, Drake",Loud,0.583
1NpW5kyvO4XrNJ3rnfcNy3,Wild Ones (feat. Sia),"Flo Rida, Sia",Wild Ones,0.437
0CAfXk7DXMnon4gLudAp7J,Low (feat. T-Pain),"Flo Rida, T-Pain",Mail on Sunday,0.304
3bC1ahPIYt1btJzSSEyyrF,Whistle,Flo Rida,Wild Ones,0.739
6Knv6wdA0luoMUuuoYi2i1,My House,Flo Rida,My House,0.74
5WFIK6GKHpNXfjlH3BSnep,Bad Romance,Lady Gaga,The Fame Monster (UK Deluxe),0.715
3by8IfnW9dZ2t4pZw1WVxz,Stone Cold,Demi Lovato,Confident,0.356
0eH2eHURaXUP15D8gQlfjx,LoveGame,Lady Gaga,The Fame,0.844
33KJ2xFYONOlIYDBg6wPx8,Personal,HRVY,Talk To Ya - EP,0.882
6Uj1ctrBOjOas8xZXGqKk4,Woman,Doja Cat,Planet Her,0.881
7lQ8MOhq6IN2w8EYcFNSUk,Without Me,Eminem,The Eminem Show,0.662
09FfQO3PqHO4HIJL511Ksi,Nice Guy (with Jessie Reyez),"Eminem, Jessie Reyez",Kamikaze,0.563
75IN3CtuZwTHTnZvYM4qnJ,My Name Is,Eminem,The Slim Shady LP,0.815
5UEnHoDYpsxlfzWLZIc7LD,River (feat. Ed Sheeran),"Eminem, Ed Sheeran",Revival,0.693
4QVOTT9CM2ftSLwnYGNDjd,Stan,"Eminem, Dido",Curtain Call (Deluxe),0.527
17baAghWcrewNOcc9dCewx,Mockingbird,Eminem,Curtain Call (Deluxe),0.228
3yfqSUWxFvZELEM4PmlwIR,The Real Slim Shady,Eminem,The Marshall Mathers LP,0.76
6sDQ4uiWw9OdVrCXFLSlZt,Rap God,Eminem,The Marshall Mathers LP2 (Deluxe),0.607
0yvPEnB032fojLfVluFjUv,Sorry Not Sorry,Demi Lovato,Tell Me You Love Me,0.885
3sP3c86WFjOzHHnbhhZcLA,Give Your Heart a Break,Demi Lovato,Unbroken,0.569
6kPJZM97LwdG9QIsT7khp6,Solo (feat. Demi Lovato),"Clean Bandit, Demi Lovato",Solo (feat. Demi Lovato),0.565
0STK94RxUulYqWzwFlyAb5,Sober,Demi Lovato,Sober,0.17
2BWWsCwuHAZFE1scLyP6Qe,Somebody To You,"The Vamps, Demi Lovato",Meet The Vamps,0.759
1A2PVHd6kWaMlaJVkMfXmz,"Let It Go - From ""Frozen / Single Version",Demi Lovato,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),0.215
6l0Ky2PycJV1Bz88kFeVGL,Capital Letters,"Hailee Steinfeld, BloodPop®",Fifty Shades Freed (Original Motion Picture Soundtrack),0.459
3zHq9ouUJQFQRf3cm1rRLu,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,Delirium (Deluxe),0.275
10GJQkjRJcZhGTLagFOC62,Most Girls,Hailee Steinfeld,Most Girls,0.417
4Ce37cRWvM1vIGGynKcs22,Starving,"Hailee Steinfeld, Grey, Zedd",Starving,0.508
3TcL0dyCMyr0kyTTc4NLgI,Who Says,Selena Gomez & The Scene,When The Sun Goes Down,0.744
161DnLWsx1i3u1JT05lzqU,Talking to the Moon,Bruno Mars,Doo-Wops & Hooligans,0.0784
1ExfPZEiahqhLyajhybFeS,The Lazy Song,Bruno Mars,Doo-Wops & Hooligans,0.955
32OlwWuMpZ6b0aN2RZOeMS,Uptown Funk (feat. Bruno Mars),"Mark Ronson, Bruno Mars",Uptown Special,0.928
3Vo4wInECJQuz9BIBMOu8i,Finesse - Remix; feat. Cardi B,"Bruno Mars, Cardi B",Finesse (Remix) [feat. Cardi B],0.926
0PG9fbaaHFHfre2gUVo7AN,Please Me,"Cardi B, Bruno Mars",Please Me,0.65
1jo3TwNGCXfNdB5uba3ZVv,Killshot,Eminem,Killshot,0.6
63TyoT9Ee03rQxv8xmdJ2l,RAP DEVIL,mgk,RAP DEVIL,0.756
7MDUVH4ITohsIjdynRwCJp,Dance with the Devil,Immortal Technique,"Revolutionary, Vol. 1",0.237
2x0WlnmfG39ZuDmstl9xfX,End Game,"Taylor Swift, Ed Sheeran, Future",reputation,0.151
2yLa0QULdQr0qAIvVwN6B5,...Ready For It?,Taylor Swift,reputation,0.417
1ZY1PqizIl78geGM4xWlEA,Gorgeous,Taylor Swift,reputation,0.451
1p80LdxRV74UKvL8gnD7ky,Blank Space,Taylor Swift,1989,0.583
1q3RiD1tIWUpGsNFADMlvl,All Too Well,Taylor Swift,Red (Deluxe Edition),0.337
5OCJzvD7sykQEKHH7qAC3C,God is a woman,Ariana Grande,Sweetener,0.268
2eLxEzMVfiQih0cJIWIowm,Nightingale,Demi Lovato,Demi,0.33
4JehYebiI9JE8sR8MisGVb,Halo,Beyoncé,I AM...SASHA FIERCE,0.472
3DQisSEr1TLp9H0BEeKiQS,Uncover,Zara Larsson,Uncover,0.308
4HlFJV71xXKIGcU3kRyttv,"Hey, Soul Sister",Train,"Save Me, San Francisco (Golden Gate Edition)",0.795
4D4YXEKyO2z7j6Wahoe4R7,Hurt so Good,"MARC, Kiera Weathers",Hurt So Good,0.452
7y9iMe8SOB6z3NoHE2OfXl,Bad At Love,Halsey,hopeless fountain kingdom (Deluxe),0.612
6mQLN3zRtAp6ovjusyYKrV,Rewrite The Stars (with James Arthur & Anne-Marie),"James Arthur, Anne-Marie",Rewrite The Stars (with James Arthur & Anne-Marie),0.571
6qgbLRTPfUVyWMPHYgyHS6,Canola Fields,James McMurtry,The Horses and the Hounds,0.441
3o9kpgkIcffx0iSwxhuNI2,Numb Little Bug,Em Beihold,Numb Little Bug,0.638
6Rqn2GFlmvmV4w9Ala0I1e,Feeling Good,Nina Simone,I Put A Spell On You,0.546
35JqhVvhuyBoPLLUY8Klqd,Dancing Without Music,BRDGS,Ie+,0.237
01Q3OyB05mLgH01fpdAMPP,Wait,M83,"Hurry up, We're Dreaming",0.0822
3aZS35xQXnpGuBoxVPEnLz,Heavy Hours,Crooked Fingers,Breaks in the Armor,0.2
3uHRN9pGmNPI1ftbmk35Qu,Colder,Nina Nesbitt,"The Sun Will Come up, The Seasons Will Change",0.734
56ToH3YiSMT51y1H2dygOX,Rosyln,"Bon Iver, St. Vincent",The Twilight Saga: New Moon (Original Motion Picture Soundtrack) [Deluxe],0.121
6IjeHG6oLIkZeSq2SMEAtd,Blush,Taba Chake,Blush,0.495
2U19wdzl1Wxf48wov8ubnZ,"Taking Me High, Taking Me Low","Gold Flow, Jason Dering",Pioneer,0.161
3WmgMoWZ1E5yNyn2aUzWAr,BOYFREN,LoveLeo,BOYFREN,0.682
4zPZH9rdwjD3TBvHZvPLSl,Feels Right,Roosevelt,Polydans,0.933
6cDWbP0Hn5kXwZlMtWysTK,Strangers,Roosevelt,Polydans,0.891
4My8w8AA1JpG6E5SiAPvJL,Kiss You,One Direction,Take Me Home (Expanded Edition),0.886
0TAmnCzOtqRfvA38DDLTjj,Little Things,One Direction,Take Me Home (Expanded Edition),0.53
3lnjFENd7rHxPYM9b964Md,"C'mon, C'mon",One Direction,Take Me Home (Expanded Edition),0.745
0KqlLyIGuBZWqzNwP9rypc,Last First Kiss,One Direction,Take Me Home (Expanded Edition),0.478
4GF00uRxC4ECrxNEbnapqf,Rock Me,One Direction,Take Me Home (Expanded Edition),0.814
6Fe0bY8vDxBnN7rDgu3ACE,I Would,One Direction,Take Me Home (Expanded Edition),0.679
6l3vk93IWfe0wq396JTCM6,Over Again,One Direction,Take Me Home (Expanded Edition),0.5
02O8hDaIJPEUHh9XEj0u76,Back For You,One Direction,Take Me Home (Expanded Edition),0.51
0OXbRangbVBMejFX3EV6DN,Summer Love,One Direction,Take Me Home (Expanded Edition),0.318
4SRYGZsbHrmH7E9xMVz4Wm,Nobody Compares,One Direction,Take Me Home (Expanded Edition),0.879
3MN0pucJbbFmqgvPcoC1Eb,She's Not Afraid,One Direction,Take Me Home (Expanded Edition),0.772
7y2SafCBiLoQVBDVZHaVOK,Irresistible,One Direction,Take Me Home (Expanded Edition),0.263
5T7ZFtCcOgkpjxcuaeZbw0,Best Song Ever,One Direction,Midnight Memories (Deluxe),0.486
6twW4ma6w0mOeejejPK0nY,Diana,One Direction,Midnight Memories (Deluxe),0.755
5wjmqUGN7vrAqFqDWrywlZ,Midnight Memories,One Direction,Midnight Memories (Deluxe),0.567
4lxaurdMyGkt1tOrdwRoVO,Little Black Dress,One Direction,Midnight Memories (Deluxe),0.54
4qG3Um3jXlQnaQV1yVo3it,Better Than Words,One Direction,Midnight Memories (Deluxe),0.79
3aGJClg6klBoSa0UZnXeMM,Does He Know?,One Direction,Midnight Memories (Deluxe),0.673
6nIE1oCE4udqMGv3bqVNVb,Half a Heart,One Direction,Midnight Memories (Deluxe),0.495
2Bs4jQEGMycglOfWPBqrVG,Steal My Girl,One Direction,FOUR (Deluxe),0.545
3yhVmOZSpZqnhRrEiYI0EJ,Don't Forget Where You Belong,One Direction,Midnight Memories (Deluxe),0.292
3cKM7UXBZmgjEgEBTkaIlU,Strong,One Direction,Midnight Memories (Deluxe),0.338
5Lf9rCqReE9Ri4tZvLRLuy,Happily,One Direction,Midnight Memories (Deluxe),0.824
1dQQ2QlnvXUehsRUrukKmf,Right Now,One Direction,Midnight Memories (Deluxe),0.372
1a0PcmEJAOEp4ZT3YtSLkM,Through the Dark,One Direction,Midnight Memories (Deluxe),0.396
44uOreAESeRIBaxkuCW4wN,Sleep On The Floor,The Lumineers,Cleopatra,0.275
23OXdR7YuUBVWh5hSnYJau,Chlorine,Twenty One Pilots,Trench,0.315
0cZS0qVwDadhqzmrDd2QUe,Push,"Enrique Iglesias, Lil Wayne",Insomniac (New International Version Spanish),0.735
5rDy6EbU40Wt0zSANOD6kT,This Girl,Laza Morgan,Step Up 3D (Original Motion Picture Soundtrack),0.535
4sebUbjqbcgDSwG6PbSGI0,Come a Little Closer,Cage The Elephant,Melophobia,0.304
5WBv2CT96Fwmk1qk3J48yX,At Least I Had You (with JJ Lin),"Gentle Bones, JJ Lin",Gentle Bones,0.428
2Yer0p7uB2lVBUAtANuuQp,Magic In The Hamptons (feat. Lil Yachty),"Social House, Lil Yachty",Magic In The Hamptons (feat. Lil Yachty),0.803
5BckPAYcKEJuYs1eV1BHHe,Take A Chance On Me,ABBA,The Album,0.924
3UpS7kBnkVQYG13pDDFTC4,As Long as You Love Me,Backstreet Boys,Backstreet's Back,0.826
1UZOjK1BwmwWU14Erba9CZ,Malibu,Miley Cyrus,Younger Now,0.343
5PjdY0CKGZdEuoNab3yDmX,STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",F*CK LOVE 3: OVER YOU,0.478
3USxtqRwSYz57Ewm6wWRMp,Heat Waves,Glass Animals,Dreamland,0.531
2UbVnbE5FH6008mAm6Mmgw,Run,OneRepublic,Run,0.673
21YEPA3Vs1rxgxwPkF3B8M,.223,BONES,FromBeyondTheGrave,0.366
37LNNQNbL1YLyutBG6aWRx,Rescue Me,OneRepublic,Human (Deluxe),0.646
6MjDnmBgbCu2UfDK0DRczh,I Wrote You a Letter,"Fudasca, Thomas Reid",Youth,0.233
77d9qbUa7g13larHTuIGls,Yellow Rose,Matt Walden,The Light Between The Trees,0.151
5JdLUE9D743ob2RtgmVpVx,Makeba,Jain,Zanaka,0.418
7CwGShvBziPvuK1aiVmiSL,An Old Dog's Song,Kirk Olsen,Dog Songs,0.402
2qE3sj3jXj44kbCIU7bkIn,Cooler Than Me,"Mike Posner, Big Sean",A Matter Of Time,0.79
6TK8v3cAfA1XCy6nZ1JOMe,How Can I Forget,MKTO,How Can I Forget,0.754
5Ts1DYOuouQLgzTaisxWYh,Love Grows (Where My Rosemary Goes),Edison Lighthouse,Love Grows (Where My Rosemary Goes) & Other Gems,0.753
1JwK8tDSgMNXENrG2Jq7v1,Lows,Pink Sweat$,PINK PLANET,0.635
3SZ5m5GQyIKIhIoizDGTQg,Don't Dream It's Over,OCTAVIO the Dweeb,Dweeb Tapes,0.38
7dYof5SM0zM3MnraaF53qj,Anyone Else But You,"Anthony de la Torre, Lana Condor",Anyone Else But You,0.509
7gREIuHognJFspylIDJ94p,Vienna,Billy Joel,The Stranger,0.308
4DMvvYvDNiEv2QUciZCyp7,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen) - AJR Remix","Rudimental, Jess Glynne, Macklemore, Dan Caplen, AJR","These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",0.776
1ND4Kr0NjeRY6XUcLSBCkD,The Days,anders,669,0.253
4dVpf9jZjcORqGTLUaeYj9,Plain Jane,A$AP Ferg,Still Striving,0.52
0TK2YIli7K1leLovkQiNik,Señorita,"Shawn Mendes, Camila Cabello",Señorita,0.75
1SOClUWhOi8vHZYMz3GluK,Infinity,Jaymes Young,Feel Something,0.494
52okn5MNA47tk87PeZJLEL,Let You Down,NF,Perception,0.464
1jYiIOC5d6soxkJP81fxq2,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",Grateful,0.817
4XNrMwGx1SqP01sqkGTDmo,One More Night,Maroon 5,Overexposed (Deluxe),0.613
1mea3bSkSGXuIRvnydlB5b,Viva La Vida,Coldplay,Viva La Vida or Death and All His Friends,0.417
7hxHWCCAIIxFLCzvDgnQHX,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money, Gunna, Don Toliver, NAV",B4 The Storm,0.462
1aEsTgCsv8nOjEgyEoRCpS,this is how you fall in love,"Jeremy Zucker, Chelsea Cutler",brent ii,0.269
5kfNriitmkNE8mUbZ7gbq8,Saturday Nights,Khalid,Suncity,0.341
1jaTQ3nqY3oAAYyCTbIvnM,WHATS POPPIN,Jack Harlow,Sweet Action,0.826
0sBJA2OCEECMs0HsdIQhvR,West Coast,OneRepublic,West Coast,0.884
1eyek0KJEh2v5HQ9uQSybb,Modern Loneliness,Lauv,~how i'm feeling~,0.143
52INmBPUsLUQ6to3WnGWUm,You,Armaan Malik,You,0.593
4euXJuErBCqH2LEApfxI6i,broken - acoustic,lovelytheband,broken (acoustic),0.42
4nK5YrxbMGZstTLbvj6Gxw,Supalonely,"BENEE, Gus Dapperton",STELLA & STEVE,0.817
1Srt81FTalOhRw7t7l8Yh8,Tattoos Together,Lauv,~how i'm feeling~,0.598
02MWAaffLxlfxAUY7c5dvx,Heat Waves,Glass Animals,Dreamland (+ Bonus Levels),0.531
46HNZY1i7O6jwTA7Slo2PI,My Universe,"Coldplay, BTS",Music Of The Spheres,0.47
2eAvDnpXP5W0cVtiI0PUxV,Dandelions,Ruth B.,Safe Haven,0.454
1SC5rEoYDGUK4NfG82494W,MONTERO (Call Me By Your Name),Lil Nas X,MONTERO,0.71
1HhNoOuqm1a5MXYEgAFl8o,Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, JID, Arcane, League of Legends",Mercury - Act 1,0.555
0du67LyuJeUjQChxl8rTa8,26,Lauv,26,0.506
73v7YOwGDtzfPm3PfUudL5,Alright,Saint Raymond,Alright,0.294
65y4rIRzaY2B0kOGv8HuIi,Blackbirds,Ghostly Kisses,"Heaven, Wait",0.305
5kS3Kw2elRTrodnsyQuhvI,Can't Leave You Alone (feat. Juice WRLD),"Maroon 5, Juice WRLD",JORDI (Deluxe),0.43
7FjIYiD53wxlQmzTT6Wdpf,space girl,Frances Forever,space girl,0.196
4mCjBhhyMNIzX6mZT5f0n0,All Time Low,Chymes,All Time Low,0.346
2cc8Sw1OnCuA5bV8nqWqpE,You,"Regard, Troye Sivan, Tate McRae",You,0.514
5WTppsgHUggYFXopdCpyA9,I'm Here,Sweet Talk Radio,Horology,0.183
2fvgn1xCyf0VQ5o33ZCoc6,The Wire,Vancouver Sleep Clinic,The Wire,0.129
6OcCk1dbAb7XNHsC098oEM,I Quit Drinking,"Kelsea Ballerini, LANY",I Quit Drinking,0.386
1d8Pn4akKfdadbavUjAGoS,Let Somebody Go - Single Version,"Coldplay, Selena Gomez",Let Somebody Go,0.24
79ZC7mOJCR4YjJ24wuaunx,dear parents,sundial,dear parents,0.24
38xWaVFKaxZlMFvzNff2aW,Breakeven,The Script,The Script,0.535
6nLctpnQJiPTxkaSgbPKiw,Together,"Martin Garrix, Matisse & Sadko",Seven,0.196
0HcmmsPF51WiDBCgKfFdyl,Won't You Stay,heyboy,Won't You Stay,0.677
2g5HVcE4OCp9SZybPEWzny,Somewhere Only We Know,Miki Ratsula,Somewhere Only We Know,0.586
4sxssJY6nbqDHnsgZPkRZW,Superficial Love - Single Version,Ruth B.,Safe Haven,0.391
4fFfyouye6vrX9o9z4PVMu,Never Not,Lauv,I met you when I was 18. (the playlist),0.264
1XyL3J7eTTKnxRZAM3LqIT,Beggin (original version),Madcon,So Dark The Con Of Man,0.445
6MdqqkQ8sSC0WB4i8PyRuQ,No Diggity,"Blackstreet, Dr. Dre, Queen Pen",Another Level,0.67
3IHHqmfKJHyI0obINUdg1W,21 Guns,Green Day,21st Century Breakdown,0.419
2HHtWyy5CgaQbC7XSoOb0e,Eye of the Tiger,Survivor,Eye Of The Tiger,0.552
4kbj5MwxO1bq9wjT5g9HaA,Shut Up and Dance,WALK THE MOON,TALKING IS HARD,0.619
2V65y3PX4DkRhy1djlxd9p,Don't You Worry Child - Radio Edit,"Swedish House Mafia, John Martin",Don't You Worry Child,0.438
5NlFXQ0si6U87gXs6hq81B,Candy,Robbie Williams,Take The Crown (Deluxe Edition),0.879
0T5iIrXA4p5GsubkhuBIKV,Until I Found You,Stephen Sanchez,Until I Found You,0.227
0IakguBBeTUsAILmugkEam,You Right,"Doja Cat, The Weeknd",You Right,0.436
0j2T0R9dR9qdJYsB7ciXhf,Stronger,Kanye West,Graduation,0.49
3HWzoMvoF3TQfYg4UPszDq,Truth Hurts,Lizzo,Cuz I Love You (Super Deluxe),0.412
4v1TTTCadimzZkTuDTnYBc,HANDSOMER,Russ,HANDSOMER,0.476
6pGuOWYOFDcSgmVvFWRWSv,The Flute Song,Russ,ZOO,0.343
2Zi57crbvPvXw8I2FIQ5T6,When I'm With You,Russ,When I'm With You,0.631
73hmUGQvCNlhDWzNPRvcx3,Goodbye,Russ,Pink Elephant,0.556
5irzewJoHob42Nq3P9kOYh,Seduce (Feat. Capella Grey & Tamae),"Russ, Tamae, Capella Grey",Seduce (Feat. Capella Grey & Tamae),0.75
5mlUncTyv2HQ7jabcboTM0,HEADY,Zavalaa,HEADY,0.601
1W71EPtsIzJCkRMmuis7ZJ,Pretty Child,Indus Creed,Indus Creed,0.583
1VSngtLdJhrlfHkLxTyOXK,King,Florence + The Machine,King,0.075
2yjJsfgodykCBLRGskqb5m,Udhero Na feat. Anoushka Shankar,"Arooj Aftab, Anoushka Shankar",Udhero Na,0.0385
0kiaVCnEEFQWIbEd9bjqAe,Sleep Together,Porcupine Tree,Fear of a Blank Planet,0.112
3cphb8kdsjElYR7r5icK3H,Nice To Meet Ya,Niall Horan,Nice To Meet Ya,0.392
5YqwpwmzMGwUIU9h1kcOK8,Nicotine,Chef'Special,Amigo,0.439
0sY6ZUTh4yoctD8VIXz339,champagne problems,Taylor Swift,evermore,0.32
6VWsWgliFma9IFL2NlQ1H7,Check the Lock,clipping.,Visions of Bodies Being Burned,0.381
4AmcmraFjVzFb9SQDNTRyl,Youth,Daughter,If You Leave,0.408
3yVNdIdfGcstxWe6SmECh9,Slip Away,"UNSECRET, Ruelle",Slip Away,0.176
0MF5QHFzTUM2dYm6J7Vngt,Mr Loverman,Ricky Montgomery,Montgomery Ricky,0.488
2x2x2U3sAv6IP7O0F9zEvc,Falling In Love,Cigarettes After Sex,Falling In Love,0.347
2hKdd3qO7cWr2Jo0Bcs0MA,Drops of Jupiter (Tell Me),Train,Drops Of Jupiter,0.497
1SKPmfSYaPsETbRHaiA18G,Somewhere Only We Know,Keane,Hopes And Fears,0.304
5xo8RrjJ9CVNrtRg2S3B1R,Motion Sickness,Phoebe Bridgers,Stranger in the Alps,0.623
1LErJ8H8vJK9uJi66zlvbw,NIGHTTIME (Interlude),Russ,SHAKE THE SNOW GLOBE,0.879
5ciyqWW5YuGqF4Avu7uwry,Nothing Compares - Bonus Track,The Weeknd,After Hours (Deluxe),0.0397
50iiDJGpAPdr2VTrz999XA,House Of Balloons / Glass Table Girls,The Weeknd,Trilogy,0.319
57qiTKh8bVX0VtfUNTQqhw,Nothing Without You,The Weeknd,Starboy,0.191
1oGdVdYjeQvojGKDddxLQQ,True Colors,The Weeknd,Starboy,0.584
3f8GsREWWKy7lE6f2YzLj4,Vanilla & Light,Tommy Newport,Liquid,0.46
3tj1cKu9SOnchX6twBKn30,Interior People,King Gizzard & The Lizard Wizard,Butterfly 3000,0.481
5S5u0EWtlblH00iTNExZ6X,I Think I Like When It Rains,WILLIS,Locals 2,0.278
42Wb5T7YmdrzVD81cUWWAg,Pancho and Lefty,Townes Van Zandt,Rear View Mirror,0.397
43MAskU01rDFotI4okKUrS,Sea of Mercy,Hogni,Con Man,0.2
5LNCjqlDfOb8Pki1j1UWx5,Run to the Ocean,Jeremiah de Rozario,Run to the Ocean,0.274
1zS7wXUlPhxdOgGZ7RorQ2,Hello World,"Alan Walker, Torine",Hello World,0.124
2PlQQqul5YhCYKtzQ5wyy1,Night Moves,Roosevelt,Roosevelt,0.514
26gAJmT5PipdLamyFMy7c8,See You Again,Roosevelt,Polydans,0.583
5maosvba9QkQP14u6vtxog,Montreal,Roosevelt,Elliot - EP,0.838
4BWtx4oafnboNpyH1x8zEc,"fiimy - fuck it, i miss you","Winnetka Bowling League, Demi Lovato","fiimy (fuck it, i miss you)",0.501
39wo5oqqup3NHiNGDYn67f,Dusty Road,Steph Strings,Dusty Road,0.526
2AJrvGYUgdGk4iMZjifbO5,Pockets In Her Dress,Matt Walden,The Light Between The Trees,0.0816
7nqHe0lSJzNZ5St3N7bfM3,Joe,AJR,OK ORCHESTRA,0.436
5WppvSzsJBoQhT6V8HV9U8,Sleepyhead,Parekh & Singh,Sleepyhead,0.613
6q5PWlVAnTNvVmeW9aXGq5,Nina Cried Power (feat. Mavis Staples),"Hozier, Mavis Staples",Nina Cried Power - EP,0.651
4yEmhRpoCtT07pMhFWJHER,Moth To A Flame (with The Weeknd),"Swedish House Mafia, The Weeknd",Moth To A Flame,0.109
2tcdLQcDX7J0ae9j80LmHT,The Sky,Maddy Estelle,My Favorite Words,0.408
7d8b4xJqwlPNZD9ahIhpwB,If It Don’t Bleed,James McMurtry,The Horses and the Hounds,0.668
2gbRKKSyW7e7vAkyvrJkte,Pray,Jessie Murph,Pray,0.206
6EWMIMG2mmTWu9CeVFrhi4,Evangelists,Gang of Youths,Evangelists,0.583
3YQA5wp0v5qTJF4Lq1qHIS,This is Love - Interlude,"Joey Kidney, Matt Walden",This is Love,0.229
6M0tj2hONdMEveSWg3JdQG,Day ‘n’ Nite - Spotify Singles,Coldplay,Spotify Singles,0.237
20WSCvv9qfQHzYzTaLyXHH,Roddy,Djo,Twenty Twenty,0.677
2iatXu415rxIRAQJ9dXWi5,Trains - Remastered,Porcupine Tree,In Absentia (Deluxe - Remastered),0.213
6CVLP3Mo0iU6541Q231ux6,Suitcase,Matthew Koma,Suitcase,0.129
0DHh3p0g7qmNNfNdRNwL6N,Try Again (feat. Lauv),"DallasK, Lauv",Try Again (feat. Lauv),0.198
1B3q53I9zJk6NROKVE3EBz,This Could Be,Joel Ansett,A Place I Knew Before,0.248
3ean5e6RAA0iwKepBW3UqE,My Fit,"Mad Circuit, TeaMarrr",Airhead,0.449
5ikx3xVoCAoEMh47AYmZNe,Sims,Lauv,~how i'm feeling~,0.519
3HGnIIdHYIbkowzLk8UHbE,Wishful Drinking (with Sam Hunt),"Ingrid Andress, Sam Hunt",Wishful Drinking (with Sam Hunt),0.614
5c9qm0bMYawSyRNUTmUMs5,Visions of Gideon,Sufjan Stevens,Call Me by Your Name (Original Motion Picture Soundtrack),0.2
7aaNI1CcatMjsTBRWqmmQ4,Where The Roses Grow,Tommy Newport,Just To Be Ironic,0.349
46QrTPAuu0iJHnECJKIWWH,Hold My Heart,Sara Bareilles,Kaleidoscope Heart,0.438
51vvmL3kyLhCr5hqy4MbFC,Slow Dancing,Adam French,Slow Dancing,0.249
4kTLpAbhuEGHAAdDjOIWaa,Pursuit Of Happiness (Nightmare),"Kid Cudi, MGMT, Ratatat",Man On The Moon: The End Of Day (Int'l Version),0.247
0y1QJc3SJVPKJ1OvFmFqe6,Way down We Go,KALEO,A/B,0.337
5TbZEYpwXya5oNqGJbiIQx,evergone,Christina Perri,evergone,0.309
2osJCvi2zzebMQTc7vvcAm,Just the Way You Are,Bruno Mars,100 Greatest R&B,0.424
3Wrjm47oTz2sjIgck11l5e,Beggin',Måneskin,Chosen,0.589
0lx2cLdOt3piJbcaXIV74f,willow,Taylor Swift,evermore,0.529
1Ov37jtRQ2YNAe8HzfczkL,Wildest Dreams (Taylor's Version),Taylor Swift,Wildest Dreams (Taylor's Version),0.498
22sLuJYcvZOSoLLRYev1s5,Material Girl,Madonna,Celebration (double disc version),0.978
00Blm7zeNqgYLPtW6zg8cj,One Right Now (with The Weeknd),"Post Malone, The Weeknd",One Right Now,0.688
228kBZOCrpTt9A22K2MCIL,Never Tear Us Apart,Paloma Faith,Fall To Grace (Deluxe),0.163
5Gg98ul6huBLdp3KWjv6te,simple.,coldbrew,simple.,0.2
7kQkmyoHCEqwe7QwDbkSXM,Let's Fall in Love for the Night,FINNEAS,Let’s Fall In Love For The Night,0.374
4FYWOYqOF9lbb1JcZFDT67,Cool for the Summer - Sped Up (Nightcore),"Demi Lovato, Speed Radio",Cool for the Summer [Sped Up (Nightcore)],0.264
7EBJeRTwxPT00K35jazm7W,Where We Started,"Thomas Rhett, Katy Perry",Where We Started,0.626
6VLMuTTDcjm02MqbVzAMeR,Superheroes - Acoustic,The Script,Acoustic Sessions 3,0.484
6Kkt27YmFyIFrcX3QXFi2o,Liability,Lorde,Melodrama,0.379
6sHxpnCerm9M6A5zaFFNfs,Gone,Blake Rose,Gone,0.14
0EL7R2Jw0eZsoMxsKZcYvC,Time to Sink,Edwin Raphael,Time to Sink,0.137
1vcAHEXL5Cl9TUk0ESvWnN,SHC,Foster The People,Sacred Hearts Club,0.269
6K4t31amVTZDgR3sKmwUJJ,The Less I Know The Better,Tame Impala,Currents,0.785
4BIuY0oEopXizyP3WvkNrT,Oh shit…are we in love?,Valley,Last Birthday,0.37
0zycJ5wiUlx2aP3MySQv0S,Our Time,Russ,ZOO,0.491
3ekNuTF3UpOvIZCfiejpnC,Stubborn Love,The Lumineers,The Lumineers,0.221
1v1oIWf2Xgh54kIWuKsDf6,Runaway,AURORA,All My Demons Greeting Me As A Friend (Deluxe),0.123
7MAibcTli4IisCtbHKrGMh,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,0.719
28STRBEo3Gp4EthtSk4MGW,Hair (feat. Sean Paul),"Little Mix, Sean Paul",Get Weird (Expanded Edition),0.727
1A43TfohQt3H6K5zg28ExD,Dead and Cold,SadBoyProlific,Dead and Cold,0.753
7lgvGRC1gN0JGgY9VGXsQT,Vacation,Dirty Heads,SWIM TEAM,0.839
5tz69p7tJuGPeMGwNTxYuV,1-800-273-8255,"Logic, Alessia Cara, Khalid",Everybody,0.357
